[2023-08-14 01:03:53.269] Log file generated
[2023-08-14 01:07:19.787] Log file generated
[2023-08-17 07:15:58.389] send 43 to server
[2023-08-17 07:15:58.389] send 43 to server
[2023-08-17 07:15:58.440] send 43 to server
[2023-08-17 07:15:58.491] send 43 to server
[2023-08-17 07:15:58.492] send 43 to server
[2023-08-17 07:15:58.543] send 43 to server
[2023-08-17 07:15:58.543] send 43 to server
[2023-08-17 07:15:58.594] send 42 to server
[2023-08-17 07:15:58.594] send 43 to server
[2023-08-17 07:15:58.595] send 44 to server
[2023-08-17 07:15:58.646] send 43 to server
[2023-08-17 07:15:58.646] send 42 to server
[2023-08-17 07:15:58.646] send 43 to server
[2023-08-17 07:15:58.646] send 43 to server
[2023-08-17 07:15:58.697] send 43 to server
[2023-08-17 07:15:58.698] send 42 to server
[2023-08-17 07:15:58.698] send 43 to server
[2023-08-17 07:15:58.698] send 43 to server
[2023-08-17 07:15:58.749] send 43 to server
[2023-08-17 07:15:58.749] send 43 to server
[2023-08-17 07:15:58.750] send 43 to server
[2023-08-17 07:15:58.800] send 42 to server
[2023-08-17 07:15:58.801] send 43 to server
[2023-08-17 07:15:58.801] send 42 to server
[2023-08-17 07:15:58.852] send 43 to server
[2023-08-17 07:15:58.852] send 42 to server
[2023-08-17 07:15:58.853] send 42 to server
[2023-08-17 07:15:58.904] send 43 to server
[2023-08-17 07:15:58.904] send 43 to server
[2023-08-17 07:15:58.904] send 43 to server
[2023-08-17 07:15:58.955] send 43 to server
[2023-08-17 07:15:58.956] send 43 to server
[2023-08-17 07:15:59.006] send 43 to server
[2023-08-17 07:15:59.006] send 42 to server
[2023-08-17 07:15:59.007] send 42 to server
[2023-08-17 07:15:59.057] send 43 to server
[2023-08-17 07:15:59.058] send 44 to server
[2023-08-17 07:15:59.058] send 42 to server
[2023-08-17 07:15:59.058] send 42 to server
[2023-08-17 07:15:59.109] send 42 to server
[2023-08-17 07:15:59.109] send 43 to server
[2023-08-17 07:15:59.160] send 43 to server
[2023-08-17 07:15:59.210] send 42 to server
[2023-08-17 07:15:59.211] send 42 to server
[2023-08-17 07:15:59.211] send 43 to server
[2023-08-17 07:15:59.262] send 41 to server
[2023-08-17 07:15:59.262] send 43 to server
[2023-08-17 07:15:59.313] send 42 to server
[2023-08-17 07:15:59.313] send 43 to server
[2023-08-17 07:15:59.313] send 42 to server
[2023-08-17 07:15:59.364] send 43 to server
[2023-08-17 07:15:59.364] send 43 to server
[2023-08-17 07:15:59.415] send 42 to server
[2023-08-17 07:15:59.415] send 42 to server
[2023-08-17 07:15:59.466] send 43 to server
[2023-08-17 07:15:59.517] send 42 to server
[2023-08-17 07:15:59.517] send 43 to server
[2023-08-17 07:15:59.517] send 43 to server
[2023-08-17 07:15:59.568] send 44 to server
[2023-08-17 07:15:59.619] send 43 to server
[2023-08-17 07:15:59.619] send 42 to server
[2023-08-17 07:15:59.619] send 42 to server
[2023-08-17 07:15:59.670] send 42 to server
[2023-08-17 07:15:59.670] send 43 to server
[2023-08-17 07:15:59.721] send 43 to server
[2023-08-17 07:15:59.721] send 43 to server
[2023-08-17 07:15:59.772] send 43 to server
[2023-08-17 07:15:59.772] send 43 to server
[2023-08-17 07:15:59.823] send 42 to server
[2023-08-17 07:15:59.823] send 43 to server
[2023-08-17 07:15:59.874] send 43 to server
[2023-08-17 07:15:59.874] send 43 to server
[2023-08-17 07:15:59.976] send 43 to server
[2023-08-17 07:15:59.976] send 43 to server
[2023-08-17 07:15:59.976] send 42 to server
[2023-08-17 07:15:59.976] send 44 to server
[2023-08-17 07:16:00.027] send 42 to server
[2023-08-17 07:16:00.027] send 43 to server
[2023-08-17 07:16:00.027] send 43 to server
[2023-08-17 07:16:00.027] send 42 to server
[2023-08-17 07:16:00.028] send 43 to server
[2023-08-17 07:16:00.078] send 43 to server
[2023-08-17 07:16:00.079] send 43 to server
[2023-08-17 07:16:00.129] send 43 to server
[2023-08-17 07:16:00.180] send 42 to server
[2023-08-17 07:16:00.181] send 43 to server
[2023-08-17 07:16:00.181] send 43 to server
[2023-08-17 07:16:00.181] send 43 to server
[2023-08-17 07:16:00.181] send 44 to server
[2023-08-17 07:16:00.181] send 43 to server
[2023-08-17 07:16:00.232] send 42 to server
[2023-08-17 07:16:00.232] send 43 to server
[2023-08-17 07:16:00.233] send 44 to server
[2023-08-17 07:16:00.283] send 43 to server
[2023-08-17 07:16:00.334] send 43 to server
[2023-08-17 07:16:00.334] send 43 to server
[2023-08-17 07:16:00.335] send 43 to server
[2023-08-17 07:16:00.385] send 44 to server
[2023-08-17 07:16:00.386] send 43 to server
[2023-08-17 07:16:00.436] send 43 to server
[2023-08-17 07:16:00.437] send 42 to server
[2023-08-17 07:16:00.487] send 43 to server
[2023-08-17 07:16:00.488] send 43 to server
[2023-08-17 07:16:00.488] send 43 to server
[2023-08-17 07:16:00.488] send 42 to server
[2023-08-17 07:16:00.488] send 43 to server
[2023-08-17 07:16:00.539] send 43 to server
[2023-08-17 07:16:00.539] send 42 to server
[2023-08-17 07:16:00.539] send 43 to server
[2023-08-17 07:16:00.590] send 42 to server
[2023-08-17 07:16:00.590] send 43 to server
[2023-08-17 07:16:00.591] send 43 to server
[2023-08-17 07:16:00.641] send 43 to server
[2023-08-17 07:16:00.641] send 42 to server
[2023-08-17 07:16:00.642] send 43 to server
[2023-08-17 07:16:00.692] send 42 to server
[2023-08-17 07:16:00.693] send 42 to server
[2023-08-17 07:16:00.693] send 42 to server
[2023-08-17 07:16:00.744] send 43 to server
[2023-08-17 07:16:00.744] send 42 to server
[2023-08-17 07:16:00.845] send 43 to server
[2023-08-17 07:16:00.896] send 42 to server
[2023-08-17 07:16:00.896] send 43 to server
[2023-08-17 07:16:00.947] send 42 to server
[2023-08-17 07:16:00.947] send 43 to server
[2023-08-17 07:16:00.948] send 42 to server
[2023-08-17 07:16:00.948] send 42 to server
[2023-08-17 07:16:00.999] send 42 to server
[2023-08-17 07:16:00.999] send 43 to server
[2023-08-17 07:16:00.999] send 43 to server
[2023-08-17 07:16:01.050] send 42 to server
[2023-08-17 07:16:01.100] send 43 to server
[2023-08-17 07:16:01.101] send 42 to server
[2023-08-17 07:16:01.152] send 42 to server
[2023-08-17 07:16:01.202] send 42 to server
[2023-08-17 07:16:01.203] send 42 to server
[2023-08-17 07:16:01.203] send 43 to server
[2023-08-17 07:16:01.254] send 43 to server
[2023-08-17 07:16:01.254] send 43 to server
[2023-08-17 07:16:01.355] send 43 to server
[2023-08-17 07:16:01.355] send 43 to server
[2023-08-17 07:16:01.356] send 44 to server
[2023-08-17 07:16:01.356] send 43 to server
[2023-08-17 07:16:01.407] send 43 to server
[2023-08-17 07:16:01.407] send 42 to server
[2023-08-17 07:16:01.458] send 40 to server
[2023-08-17 07:16:01.458] send 43 to server
[2023-08-17 07:16:01.458] send 43 to server
[2023-08-17 07:16:01.509] send 43 to server
[2023-08-17 07:16:01.509] send 43 to server
[2023-08-17 07:16:01.560] send 43 to server
[2023-08-17 07:16:01.560] send 44 to server
[2023-08-17 07:16:01.560] send 43 to server
[2023-08-17 07:16:01.611] send 43 to server
[2023-08-17 07:16:01.611] send 43 to server
[2023-08-17 07:16:01.662] send 43 to server
[2023-08-17 07:16:01.713] send 43 to server
[2023-08-17 07:16:01.713] send 44 to server
[2023-08-17 07:16:01.713] send 44 to server
[2023-08-17 07:16:01.764] send 43 to server
[2023-08-17 07:16:01.764] send 42 to server
[2023-08-17 07:16:01.815] send 43 to server
[2023-08-17 07:16:01.815] send 42 to server
[2023-08-17 07:16:01.866] send 43 to server
[2023-08-17 07:16:01.866] send 43 to server
[2023-08-17 07:16:01.917] send 42 to server
[2023-08-17 07:16:01.917] send 42 to server
[2023-08-17 07:16:01.968] send 42 to server
[2023-08-17 07:16:01.969] send 42 to server
[2023-08-17 07:16:01.969] send 44 to server
[2023-08-17 07:16:01.969] send 43 to server
[2023-08-17 07:16:02.020] send 43 to server
[2023-08-17 07:16:02.020] send 43 to server
[2023-08-17 07:16:02.071] send 42 to server
[2023-08-17 07:16:02.071] send 43 to server
[2023-08-17 07:16:02.122] send 43 to server
[2023-08-17 07:16:02.122] send 43 to server
[2023-08-17 07:16:02.122] send 43 to server
[2023-08-17 07:16:02.173] send 42 to server
[2023-08-17 07:16:02.173] send 43 to server
[2023-08-17 07:16:02.173] send 43 to server
[2023-08-17 07:16:02.224] send 43 to server
[2023-08-17 07:16:02.224] send 42 to server
[2023-08-17 07:16:02.224] send 42 to server
[2023-08-17 07:16:02.275] send 42 to server
[2023-08-17 07:16:02.275] send 42 to server
[2023-08-17 07:16:02.326] send 44 to server
[2023-08-17 07:16:02.326] send 42 to server
[2023-08-17 07:16:02.377] send 42 to server
[2023-08-17 07:16:02.377] send 43 to server
[2023-08-17 07:16:02.378] send 43 to server
[2023-08-17 07:16:02.378] send 43 to server
[2023-08-17 07:16:02.428] send 42 to server
[2023-08-17 07:16:02.479] send 42 to server
[2023-08-17 07:16:02.530] send 43 to server
[2023-08-17 07:16:02.531] send 43 to server
[2023-08-17 07:16:02.531] send 43 to server
[2023-08-17 07:16:02.581] send 43 to server
[2023-08-17 07:16:02.582] send 42 to server
[2023-08-17 07:16:02.582] send 42 to server
[2023-08-17 07:16:02.633] send 43 to server
[2023-08-17 07:16:02.683] send 43 to server
[2023-08-17 07:16:02.684] send 42 to server
[2023-08-17 07:16:02.734] send 43 to server
[2023-08-17 07:16:02.735] send 43 to server
[2023-08-17 07:16:02.785] send 43 to server
[2023-08-17 07:16:02.836] send 42 to server
[2023-08-17 07:16:02.836] send 43 to server
[2023-08-17 07:16:02.837] send 42 to server
[2023-08-17 07:16:02.887] send 43 to server
[2023-08-17 07:16:02.938] send 43 to server
[2023-08-17 07:16:02.938] send 43 to server
[2023-08-17 07:16:02.938] send 43 to server
[2023-08-17 07:16:02.989] send 43 to server
[2023-08-17 07:16:03.040] send 43 to server
[2023-08-17 07:16:03.040] send 44 to server
[2023-08-17 07:16:03.040] send 43 to server
[2023-08-17 07:16:03.091] send 43 to server
[2023-08-17 07:16:03.091] send 43 to server
[2023-08-17 07:16:03.091] send 42 to server
[2023-08-17 07:16:03.142] send 43 to server
[2023-08-17 07:16:03.193] send 42 to server
[2023-08-17 07:16:03.193] send 43 to server
[2023-08-17 07:16:03.244] send 43 to server
[2023-08-17 07:16:03.244] send 43 to server
[2023-08-17 07:16:03.244] send 43 to server
[2023-08-17 07:16:03.295] send 43 to server
[2023-08-17 07:16:03.295] send 43 to server
[2023-08-17 07:16:03.346] send 43 to server
[2023-08-17 07:16:03.397] send 42 to server
[2023-08-17 07:16:03.397] send 43 to server
[2023-08-17 07:16:03.397] send 44 to server
[2023-08-17 07:16:03.397] send 44 to server
[2023-08-17 07:16:03.448] send 43 to server
[2023-08-17 07:16:03.448] send 42 to server
[2023-08-17 07:16:03.449] send 42 to server
[2023-08-17 07:16:03.449] send 42 to server
[2023-08-17 07:16:03.499] send 42 to server
[2023-08-17 07:16:03.501] send 43 to server
[2023-08-17 07:16:03.501] send 43 to server
[2023-08-17 07:16:03.501] send 43 to server
[2023-08-17 07:16:03.552] send 44 to server
[2023-08-17 07:16:03.552] send 43 to server
[2023-08-17 07:16:03.552] send 42 to server
[2023-08-17 07:16:03.603] send 42 to server
[2023-08-17 07:16:03.603] send 42 to server
[2023-08-17 07:16:03.654] send 42 to server
[2023-08-17 07:16:03.654] send 43 to server
[2023-08-17 07:16:03.705] send 43 to server
[2023-08-17 07:16:03.705] send 42 to server
[2023-08-17 07:16:03.706] send 44 to server
[2023-08-17 07:16:03.756] send 43 to server
[2023-08-17 07:16:03.757] send 42 to server
[2023-08-17 07:16:03.757] send 42 to server
[2023-08-17 07:16:03.808] send 43 to server
[2023-08-17 07:16:03.808] send 43 to server
[2023-08-17 07:16:03.808] send 43 to server
[2023-08-17 07:16:03.859] send 43 to server
[2023-08-17 07:16:03.859] send 42 to server
[2023-08-17 07:16:03.859] send 42 to server
[2023-08-17 07:16:03.910] send 42 to server
[2023-08-17 07:16:03.910] send 43 to server
[2023-08-17 07:16:03.910] send 43 to server
[2023-08-17 07:16:03.961] send 43 to server
[2023-08-17 07:16:03.961] send 43 to server
[2023-08-17 07:16:04.012] send 43 to server
[2023-08-17 07:16:04.012] send 43 to server
[2023-08-17 07:16:04.013] send 43 to server
[2023-08-17 07:16:04.063] send 43 to server
[2023-08-17 07:16:04.114] send 44 to server
[2023-08-17 07:16:04.114] send 43 to server
[2023-08-17 07:16:04.165] send 43 to server
[2023-08-17 07:16:04.165] send 42 to server
[2023-08-17 07:16:04.216] send 43 to server
[2023-08-17 07:16:04.267] send 43 to server
[2023-08-17 07:16:04.267] send 43 to server
[2023-08-17 07:16:04.267] send 42 to server
[2023-08-17 07:16:04.268] send 42 to server
[2023-08-17 07:16:04.318] send 43 to server
[2023-08-17 07:16:04.319] send 43 to server
[2023-08-17 07:16:04.420] send 42 to server
[2023-08-17 07:16:04.420] send 43 to server
[2023-08-17 07:16:04.420] send 43 to server
[2023-08-17 07:16:04.471] send 43 to server
[2023-08-17 07:16:04.471] send 42 to server
[2023-08-17 07:16:04.472] send 44 to server
[2023-08-17 07:16:04.522] send 43 to server
[2023-08-17 07:16:04.523] send 42 to server
[2023-08-17 07:16:04.573] send 43 to server
[2023-08-17 07:16:04.574] send 43 to server
[2023-08-17 07:16:04.574] send 43 to server
[2023-08-17 07:16:04.575] send 43 to server
[2023-08-17 07:16:04.625] send 43 to server
[2023-08-17 07:16:04.626] send 42 to server
[2023-08-17 07:16:04.626] send 42 to server
[2023-08-17 07:16:04.677] send 43 to server
[2023-08-17 07:16:04.677] send 43 to server
[2023-08-17 07:16:04.678] send 42 to server
[2023-08-17 07:16:04.678] send 43 to server
[2023-08-17 07:16:04.729] send 44 to server
[2023-08-17 07:16:04.729] send 43 to server
[2023-08-17 07:16:04.729] send 44 to server
[2023-08-17 07:16:04.780] send 43 to server
[2023-08-17 07:16:04.831] send 43 to server
[2023-08-17 07:16:04.832] send 43 to server
[2023-08-17 07:16:04.832] send 43 to server
[2023-08-17 07:16:04.883] send 44 to server
[2023-08-17 07:16:04.883] send 43 to server
[2023-08-17 07:16:04.934] send 43 to server
[2023-08-17 07:16:04.985] send 42 to server
[2023-08-17 07:16:04.986] send 43 to server
[2023-08-17 07:16:04.986] send 42 to server
[2023-08-17 07:16:04.986] send 43 to server
[2023-08-17 07:16:05.037] send 43 to server
[2023-08-17 07:16:05.088] send 43 to server
[2023-08-17 07:16:05.089] send 43 to server
[2023-08-17 07:16:05.089] send 43 to server
[2023-08-17 07:16:05.140] send 42 to server
[2023-08-17 07:16:05.140] send 42 to server
[2023-08-17 07:16:05.140] send 43 to server
[2023-08-17 07:16:05.191] send 43 to server
[2023-08-17 07:16:05.191] send 43 to server
[2023-08-17 07:16:05.243] send 43 to server
[2023-08-17 07:16:05.243] send 43 to server
[2023-08-17 07:16:05.294] send 43 to server
[2023-08-17 07:16:05.294] send 42 to server
[2023-08-17 07:16:05.294] send 43 to server
[2023-08-17 07:16:05.345] send 43 to server
[2023-08-17 07:16:05.346] send 43 to server
[2023-08-17 07:16:05.346] send 43 to server
[2023-08-17 07:16:05.397] send 43 to server
[2023-08-17 07:16:05.397] send 43 to server
[2023-08-17 07:16:05.448] send 42 to server
[2023-08-17 07:16:05.448] send 42 to server
[2023-08-17 07:16:05.449] send 43 to server
[2023-08-17 07:16:05.500] send 42 to server
[2023-08-17 07:16:05.500] send 41 to server
[2023-08-17 07:16:05.551] send 43 to server
[2023-08-17 07:16:05.552] send 44 to server
[2023-08-17 07:16:05.602] send 43 to server
[2023-08-17 07:16:05.603] send 42 to server
[2023-08-17 07:16:05.603] send 42 to server
[2023-08-17 07:16:05.654] send 43 to server
[2023-08-17 07:16:05.655] send 44 to server
[2023-08-17 07:16:05.706] send 42 to server
[2023-08-17 07:16:05.706] send 42 to server
[2023-08-17 07:16:05.706] send 43 to server
[2023-08-17 07:16:05.757] send 43 to server
[2023-08-17 07:16:05.757] send 42 to server
[2023-08-17 07:16:05.808] send 43 to server
[2023-08-17 07:16:05.808] send 44 to server
[2023-08-17 07:16:05.859] send 43 to server
[2023-08-17 07:16:05.860] send 43 to server
[2023-08-17 07:16:05.860] send 43 to server
[2023-08-17 07:16:05.911] send 43 to server
[2023-08-17 07:16:05.962] send 42 to server
[2023-08-17 07:16:05.962] send 43 to server
[2023-08-17 07:16:06.013] send 43 to server
[2023-08-17 07:16:06.063] send 43 to server
[2023-08-17 07:16:06.064] send 43 to server
[2023-08-17 07:16:06.064] send 43 to server
[2023-08-17 07:16:06.064] send 43 to server
[2023-08-17 07:16:06.115] send 43 to server
[2023-08-17 07:16:06.115] send 43 to server
[2023-08-17 07:16:06.166] send 43 to server
[2023-08-17 07:16:06.166] send 43 to server
[2023-08-17 07:16:06.217] send 42 to server
[2023-08-17 07:16:06.217] send 42 to server
[2023-08-17 07:16:06.268] send 42 to server
[2023-08-17 07:16:06.268] send 42 to server
[2023-08-17 07:16:06.268] send 43 to server
[2023-08-17 07:16:06.269] send 42 to server
[2023-08-17 07:16:06.319] send 43 to server
[2023-08-17 07:16:06.319] send 42 to server
[2023-08-17 07:16:06.320] send 43 to server
[2023-08-17 07:16:06.370] send 42 to server
[2023-08-17 07:16:06.371] send 43 to server
[2023-08-17 07:16:06.421] send 43 to server
[2023-08-17 07:16:06.422] send 42 to server
[2023-08-17 07:16:06.422] send 44 to server
[2023-08-17 07:16:06.422] send 43 to server
[2023-08-17 07:16:06.473] send 43 to server
[2023-08-17 07:16:06.524] send 43 to server
[2023-08-17 07:16:06.524] send 43 to server
[2023-08-17 07:16:06.524] send 43 to server
[2023-08-17 07:16:06.575] send 43 to server
[2023-08-17 07:16:06.575] send 43 to server
[2023-08-17 07:16:06.575] send 43 to server
[2023-08-17 07:16:06.626] send 43 to server
[2023-08-17 07:16:06.677] send 43 to server
[2023-08-17 07:16:06.677] send 43 to server
[2023-08-17 07:16:06.728] send 43 to server
[2023-08-17 07:16:06.728] send 43 to server
[2023-08-17 07:16:06.729] send 43 to server
[2023-08-17 07:16:06.779] send 43 to server
[2023-08-17 07:16:06.830] send 43 to server
[2023-08-17 07:16:06.831] send 42 to server
[2023-08-17 07:16:06.881] send 43 to server
[2023-08-17 07:16:06.882] send 43 to server
[2023-08-17 07:16:06.882] send 43 to server
[2023-08-17 07:16:06.933] send 42 to server
[2023-08-17 07:16:06.983] send 43 to server
[2023-08-17 07:16:06.984] send 43 to server
[2023-08-17 07:16:07.034] send 43 to server
[2023-08-17 07:16:07.035] send 43 to server
[2023-08-17 07:16:07.035] send 43 to server
[2023-08-17 07:16:07.086] send 43 to server
[2023-08-17 07:16:07.086] send 43 to server
[2023-08-17 07:16:07.137] send 43 to server
[2023-08-17 07:16:07.137] send 42 to server
[2023-08-17 07:16:07.188] send 43 to server
[2023-08-17 07:16:07.188] send 42 to server
[2023-08-17 07:16:07.239] send 43 to server
[2023-08-17 07:16:07.239] send 43 to server
[2023-08-17 07:16:07.239] send 42 to server
[2023-08-17 07:16:07.239] send 43 to server
[2023-08-17 07:16:07.290] send 43 to server
[2023-08-17 07:16:07.290] send 44 to server
[2023-08-17 07:16:07.341] send 43 to server
[2023-08-17 07:16:07.341] send 42 to server
[2023-08-17 07:16:07.341] send 43 to server
[2023-08-17 07:16:07.342] send 43 to server
[2023-08-17 07:16:07.392] send 43 to server
[2023-08-17 07:16:07.443] send 43 to server
[2023-08-17 07:16:07.444] send 43 to server
[2023-08-17 07:16:07.444] send 44 to server
[2023-08-17 07:16:07.494] send 43 to server
[2023-08-17 07:16:07.545] send 43 to server
[2023-08-17 07:16:07.545] send 43 to server
[2023-08-17 07:16:07.596] send 43 to server
[2023-08-17 07:16:07.596] send 43 to server
[2023-08-17 07:16:07.647] send 43 to server
[2023-08-17 07:16:07.698] send 42 to server
[2023-08-17 07:16:07.698] send 43 to server
[2023-08-17 07:16:07.749] send 43 to server
[2023-08-17 07:16:07.749] send 43 to server
[2023-08-17 07:16:07.800] send 43 to server
[2023-08-17 07:16:07.800] send 44 to server
[2023-08-17 07:16:07.801] send 43 to server
[2023-08-17 07:16:07.851] send 44 to server
[2023-08-17 07:16:07.852] send 43 to server
[2023-08-17 07:16:07.902] send 44 to server
[2023-08-17 07:16:07.953] send 44 to server
[2023-08-17 07:16:07.954] send 42 to server
[2023-08-17 07:16:08.055] send 43 to server
[2023-08-17 07:16:08.055] send 43 to server
[2023-08-17 07:16:08.106] send 42 to server
[2023-08-17 07:16:08.106] send 43 to server
[2023-08-17 07:16:08.106] send 42 to server
[2023-08-17 07:16:08.157] send 42 to server
[2023-08-17 07:16:08.157] send 42 to server
[2023-08-17 07:16:08.157] send 43 to server
[2023-08-17 07:16:08.208] send 43 to server
[2023-08-17 07:16:08.208] send 43 to server
[2023-08-17 07:16:08.259] send 42 to server
[2023-08-17 07:16:08.259] send 43 to server
[2023-08-17 07:16:08.259] send 43 to server
[2023-08-17 07:16:08.310] send 44 to server
[2023-08-17 07:16:08.310] send 43 to server
[2023-08-17 07:16:08.361] send 43 to server
[2023-08-17 07:16:08.361] send 43 to server
[2023-08-17 07:16:08.412] send 43 to server
[2023-08-17 07:16:08.463] send 44 to server
[2023-08-17 07:16:08.514] send 42 to server
[2023-08-17 07:16:08.514] send 43 to server
[2023-08-17 07:16:08.515] send 43 to server
[2023-08-17 07:16:08.515] send 43 to server
[2023-08-17 07:16:08.566] send 43 to server
[2023-08-17 07:16:08.566] send 43 to server
[2023-08-17 07:16:08.617] send 43 to server
[2023-08-17 07:16:08.617] send 43 to server
[2023-08-17 07:16:08.617] send 43 to server
[2023-08-17 07:16:08.617] send 43 to server
[2023-08-17 07:16:08.668] send 43 to server
[2023-08-17 07:16:08.668] send 42 to server
[2023-08-17 07:16:08.668] send 43 to server
[2023-08-17 07:16:08.719] send 43 to server
[2023-08-17 07:16:08.719] send 44 to server
[2023-08-17 07:16:08.770] send 43 to server
[2023-08-17 07:16:08.770] send 42 to server
[2023-08-17 07:16:08.770] send 43 to server
[2023-08-17 07:16:08.821] send 43 to server
[2023-08-17 07:16:08.821] send 43 to server
[2023-08-17 07:16:08.821] send 43 to server
[2023-08-17 07:16:08.822] send 43 to server
[2023-08-17 07:16:08.872] send 43 to server
[2023-08-17 07:16:08.873] send 43 to server
[2023-08-17 07:16:08.873] send 43 to server
[2023-08-17 07:16:08.873] send 43 to server
[2023-08-17 07:16:08.924] send 43 to server
[2023-08-17 07:16:08.924] send 43 to server
[2023-08-17 07:16:08.975] send 43 to server
[2023-08-17 07:16:08.975] send 42 to server
[2023-08-17 07:16:08.975] send 42 to server
[2023-08-17 07:16:09.026] send 44 to server
[2023-08-17 07:16:09.076] send 42 to server
[2023-08-17 07:16:09.077] send 43 to server
[2023-08-17 07:16:09.077] send 44 to server
[2023-08-17 07:16:09.077] send 43 to server
[2023-08-17 07:16:09.128] send 42 to server
[2023-08-17 07:16:09.128] send 43 to server
[2023-08-17 07:16:09.128] send 42 to server
[2023-08-17 07:16:09.179] send 43 to server
[2023-08-17 07:16:09.179] send 43 to server
[2023-08-17 07:16:09.179] send 43 to server
[2023-08-17 07:16:09.179] send 43 to server
[2023-08-17 07:16:09.230] send 44 to server
[2023-08-17 07:16:09.281] send 42 to server
[2023-08-17 07:16:09.281] send 43 to server
[2023-08-17 07:16:09.281] send 43 to server
[2023-08-17 07:16:09.281] send 42 to server
[2023-08-17 07:16:09.332] send 42 to server
[2023-08-17 07:16:09.332] send 44 to server
[2023-08-17 07:16:09.383] send 42 to server
[2023-08-17 07:16:09.383] send 43 to server
[2023-08-17 07:16:09.383] send 42 to server
[2023-08-17 07:16:09.434] send 44 to server
[2023-08-17 07:16:09.434] send 43 to server
[2023-08-17 07:16:09.435] send 43 to server
[2023-08-17 07:16:09.485] send 43 to server
[2023-08-17 07:16:09.486] send 43 to server
[2023-08-17 07:16:09.486] send 43 to server
[2023-08-17 07:16:09.537] send 43 to server
[2023-08-17 07:16:09.537] send 43 to server
[2023-08-17 07:16:09.588] send 43 to server
[2023-08-17 07:16:09.588] send 43 to server
[2023-08-17 07:16:09.639] send 42 to server
[2023-08-17 07:16:09.639] send 43 to server
[2023-08-17 07:16:09.639] send 43 to server
[2023-08-17 07:16:09.639] send 43 to server
[2023-08-17 07:16:09.690] send 42 to server
[2023-08-17 07:16:09.690] send 42 to server
[2023-08-17 07:16:09.690] send 42 to server
[2023-08-17 07:16:09.741] send 43 to server
[2023-08-17 07:16:09.741] send 43 to server
[2023-08-17 07:16:09.792] send 42 to server
[2023-08-17 07:16:09.792] send 43 to server
[2023-08-17 07:16:09.843] send 43 to server
[2023-08-17 07:16:09.843] send 43 to server
[2023-08-17 07:16:09.894] send 43 to server
[2023-08-17 07:16:09.894] send 43 to server
[2023-08-17 07:16:09.895] send 43 to server
[2023-08-17 07:16:09.895] send 43 to server
[2023-08-17 07:16:09.946] send 43 to server
[2023-08-17 07:16:09.946] send 44 to server
[2023-08-17 07:16:09.946] send 43 to server
[2023-08-17 07:16:09.997] send 42 to server
[2023-08-17 07:16:09.997] send 43 to server
[2023-08-17 07:16:09.997] send 43 to server
[2023-08-17 07:16:09.997] send 43 to server
[2023-08-17 07:16:10.048] send 43 to server
[2023-08-17 07:16:10.048] send 43 to server
[2023-08-17 07:16:10.048] send 43 to server
[2023-08-17 07:16:10.048] send 43 to server
[2023-08-17 07:16:10.049] send 44 to server
[2023-08-17 07:16:10.099] send 43 to server
[2023-08-17 07:16:10.099] send 43 to server
[2023-08-17 07:16:10.100] send 43 to server
[2023-08-17 07:16:10.150] send 43 to server
[2023-08-17 07:16:10.151] send 42 to server
[2023-08-17 07:16:10.201] send 44 to server
[2023-08-17 07:16:10.202] send 43 to server
[2023-08-17 07:16:10.202] send 43 to server
[2023-08-17 07:16:10.252] send 43 to server
[2023-08-17 07:16:10.253] send 43 to server
[2023-08-17 07:16:10.253] send 43 to server
[2023-08-17 07:16:10.304] send 42 to server
[2023-08-17 07:16:10.304] send 43 to server
[2023-08-17 07:16:10.304] send 43 to server
[2023-08-17 07:16:10.304] send 43 to server
[2023-08-17 07:16:10.355] send 43 to server
[2023-08-17 07:16:10.355] send 43 to server
[2023-08-17 07:16:10.355] send 43 to server
[2023-08-17 07:16:10.457] send 42 to server
[2023-08-17 07:16:10.457] send 43 to server
[2023-08-17 07:16:10.457] send 43 to server
[2023-08-17 07:16:10.508] send 43 to server
[2023-08-17 07:16:10.508] send 43 to server
[2023-08-17 07:16:10.508] send 43 to server
[2023-08-17 07:16:10.508] send 43 to server
[2023-08-17 07:16:10.508] send 43 to server
[2023-08-17 07:16:10.559] send 43 to server
[2023-08-17 07:16:10.559] send 42 to server
[2023-08-17 07:16:10.559] send 42 to server
[2023-08-17 07:16:10.610] send 42 to server
[2023-08-17 07:16:10.610] send 43 to server
[2023-08-17 07:16:10.661] send 41 to server
[2023-08-17 07:16:10.712] send 43 to server
[2023-08-17 07:16:10.762] send 42 to server
[2023-08-17 07:16:10.813] send 43 to server
[2023-08-17 07:16:10.813] send 43 to server
[2023-08-17 07:16:10.814] send 43 to server
[2023-08-17 07:16:10.814] send 43 to server
[2023-08-17 07:16:10.864] send 43 to server
[2023-08-17 07:16:10.865] send 44 to server
[2023-08-17 07:16:10.865] send 43 to server
[2023-08-17 07:16:10.916] send 43 to server
[2023-08-17 07:16:10.916] send 43 to server
[2023-08-17 07:16:10.916] send 43 to server
[2023-08-17 07:16:10.916] send 44 to server
[2023-08-17 07:16:10.967] send 43 to server
[2023-08-17 07:16:10.967] send 43 to server
[2023-08-17 07:16:10.967] send 42 to server
[2023-08-17 07:16:10.967] send 43 to server
[2023-08-17 07:16:11.018] send 43 to server
[2023-08-17 07:16:11.018] send 43 to server
